id	reads	len	cov
SRS062427_LANL_scaffold_6601	13862	13497	102.70
SRS016018_WUGC_scaffold_4060	14784	14378	102.82
SRR5936192_C285369	4935	4796	102.89
C2381144	4674	4540	102.95
SRR5946851_C489007	2603	2528	102.96
SRR5936112_C474893	2606	2528	103.08
SRR5936219_C95849	4851	4701	103.19
SRR5936117_C349746	3504	3392	103.30
SRR5947036_C221741	3809	3677	103.58
SRR5936120_C413540	2438	2346	103.92
SRS020869_Baylor_scaffold_10471	6498	6248	104.00
SRR5946648_C318649	4879	4681	104.22
SRR5946693_C350885	3310	3172	104.35
SRS056259_LANL_scaffold_15498	27683	26462	104.61
SRS011302_Baylor_scaffold_9146	1964	1876	104.69
SRR5935902_C375650	2986	2850	104.77
SRR5935912_C289959	1463	1396	104.79
SRS020869_Baylor_scaffold_17980	1370	1306	104.90
SRR413655_C677986	13103	12482	104.97
SRR5947098_C496143	1785	1700	105.00
SRR5936071_C320219	13295	12657	105.04
SRS011239_Baylor_scaffold_2051	12362	11764	105.08
SRR5946859_C569450	2106	2002	105.19
SRR5946967_C183712	5313	5050	105.20
SRS011239_Baylor_scaffold_5769	35905	34118	105.23
SRR5935744_C647109	2111	2002	105.44
SRR413591_C443273	2314	2193	105.51
SRS048164_WUGC_scaffold_24970	31874	30186	105.59
SRR5935780_C230184	1807	1710	105.67
SRR5936219_C96219	6072	5746	105.67
SRR5935749_C353026	1409	1333	105.70
SRS015369_Baylor_scaffold_6444	9935	9392	105.78
SRS020328_Baylor_scaffold_16721	8612	8141	105.78
SRR5950564_C328415	1845	1743	105.85
SRS013951_WUGC_scaffold_15927	44569	42061	105.96
SRR5946838_C420662	4075	3845	105.98
SRS019582_WUGC_scaffold_63660	1824	1721	105.98
SRR341713_C534323	48900	46125	106.01
SRS013951_WUGC_scaffold_29705	30883	29067	106.24
SRS056519_LANL_scaffold_19792	13952	13108	106.43
SRS050752_LANL_scaffold_25295	14168	13307	106.47
SRR5935773_C367782	1406	1320	106.51
SRR5950774_C331121	2959	2778	106.51
SRR341709_C1040724	11439	10733	106.57
SRR5947091_C242073	4179	3921	106.57
SRR5935990_C260541	3194	2992	106.75
SRS019030_Baylor_scaffold_13487	2715	2540	106.88
SRS019582_WUGC_scaffold_52137	2833	2649	106.94
SRR413680_C918949	4680	4370	107.09
SRR5946705_C528151	2215	2068	107.10
SRR413727_C1275693	5723	5337	107.23
SRR5946939_C222345	5016	4674	107.31
SRS019161_WUGC_scaffold_33958	3679	3427	107.35
SRR5935857_C523161	4727	4398	107.48
SRR5936100_C123305	21789	20254	107.57
SRR5935785_C621600	3439	3191	107.77
SRR5946673_C166732	3703	3436	107.77
SRS014235_WUGC_scaffold_20342	1795	1665	107.80
SRR5946756_C535184	1263	1170	107.94
SRR5946945_C462632	3426	3172	108.00
SRR5935863_C313791	1952	1807	108.02
SRR5946737_C283335	11927	11036	108.07
SRS045713_WUGC_scaffold_8751	4745	4381	108.30
SRS011586_WUGC_scaffold_24570	1536	1417	108.39
SRR5936082_C160073	1264	1163	108.68
SRR5936083_C519464	2033	1870	108.71
SRR5946611_C194756	12389	11385	108.81
SRS015065_WUGC_scaffold_36908	6588	6053	108.83
SRS023526_Baylor_scaffold_10335	39556	36344	108.83
SRS019030_Baylor_scaffold_6179	55316	50672	109.16
SRS055982_Baylor_scaffold_5011	69743	63889	109.16
SRS014683_WUGC_scaffold_51661	8192	7500	109.22
SRR5946675_C549665	3022	2765	109.29
SRS013687_Baylor_scaffold_21809	39842	36440	109.33
SRR5946742_C479355	9404	8600	109.34
SRR5950502_C381590	4722	4315	109.43
SRR341716_C621405	14994	13673	109.66
SRS015782_WUGC_scaffold_4587	3113	2836	109.76
SRS017433_Baylor_scaffold_16143	64746	58899	109.92
SRS016753_Baylor_scaffold_14712	47023	42753	109.98
SRS052027_LANL_scaffold_2577	40961	37197	110.11
SRR5946951_C213623	2152	1954	110.13
SRR5950730_C280234	25182	22807	110.41
SRS013951_WUGC_scaffold_17903	45524	41193	110.51
SRR5946697_C329303	2160	1954	110.54
SRS017701_Baylor_scaffold_17284	9108	8223	110.76
SRS019161_WUGC_scaffold_52450	7593	6855	110.76
C3135536	762	687	110.91
SRS024331_LANL_scaffold_27133	8601	7751	110.96
SRS045713_WUGC_scaffold_37891	6844	6165	111.01
SRR5947015_C393432	2422	2179	111.15
SRS014923_WUGC_scaffold_17878	50277	45177	111.28
SRS019030_Baylor_scaffold_25174	6943	6238	111.30
SRS022609_Baylor_scaffold_27140	26944	24206	111.31
SRS011134_Baylor_scaffold_11041	2448	2199	111.32
SRR5935870_C327264	1970	1764	111.67
SRS015960_WUGC_scaffold_3735	11988	10730	111.72
SRR413686_C1140599	72976	64973	112.31
SRS024265_LANL_scaffold_16790	3140	2790	112.54
SRR5946619_C162711	2962	2629	112.66
SRR413616_C747406	23433	20771	112.81
SRR5935813_C627147	10819	9578	112.95
SRS050752_LANL_scaffold_4631	6447	5703	113.04
SRS024435_LANL_scaffold_31828	13013	11506	113.09
SRR5946611_C186324	980	866	113.16
SRR5936183_C516900	4953	4375	113.21
SRR5950640_C277067	4962	4377	113.36
SRS024435_LANL_scaffold_1919	3096	2731	113.36
SRS065504_LANL_scaffold_1809	17827	15715	113.43
SRR5936009_C317627	2382	2099	113.48
SRS020328_Baylor_scaffold_34832	63264	55708	113.56
SRR5947030_C381700	1874	1650	113.57
SRR5936047_C189826	1977	1740	113.62
SRR5946617_C291161	3172	2778	114.18
SRS062427_LANL_scaffold_2389	12006	10498	114.36
SRR5946768_C378845	21823	19069	114.44
SRS011452_WUGC_scaffold_2829	21839	19000	114.94
SRR413566_C671968	27305	23741	115.01
SRS015065_WUGC_scaffold_9473	23803	20608	115.50
SRR413749_C797064	2800	2424	115.51
SRS077730_LANL_scaffold_4668	3893	3364	115.72
SRS024075_LANL_scaffold_3043	7416	6406	115.76
SRR5935900_C340645	7959	6865	115.93
SRR5946725_C344437	5723	4935	115.96
SRR341681_C325314	6299	5428	116.04
SRR5935942_C774404	1793	1544	116.12
SRS016335_WUGC_scaffold_25092	3088	2653	116.39
SRS017521_Baylor_scaffold_11741	15215	13036	116.71
SRR5950501_C432213	1709	1462	116.89
SRR5935770_C510938	6919	5917	116.93
SRR5946842_C363061	2287	1952	117.16
SRS014313_WUGC_scaffold_10224	8568	7304	117.30
SRR5946670_C520563	2418	2059	117.43
SRR5936019_C252957	5523	4690	117.76
SRR5936074_C462740	1871	1588	117.82
SRR5950698_C450825	29784	25270	117.86
SRR5935847_C219279	32316	27413	117.88
SRR5950577_C536350	21184	17968	117.89
SRR413616_C743134	6501	5511	117.96
SRR5950488_C370840	1500	1270	118.11
SRS062544_LANL_scaffold_12567	2091	1770	118.13
SRS011302_Baylor_scaffold_11602	4882	4121	118.46
SRR5946701_C330749	4348	3670	118.47
SRR5950549_C228540	5343	4505	118.60
SRR5946617_C292247	4522	3805	118.84
SRR5936218_C186380	4156	3494	118.94
SRS014235_WUGC_scaffold_44052	3585	3009	119.14
SRS016095_WUGC_scaffold_1942	8079	6779	119.17
SRR5935781_C191695	25639	21500	119.25
SRS016989_Baylor_scaffold_7235	30992	25913	119.60
SRS024388_LANL_scaffold_15345	28299	23658	119.61
SRR5946966_C620206	1425	1191	119.64
SRR413685_C508694	4786	3995	119.79
SRR5936065_C616628	5126	4274	119.93
SRS018351_Baylor_scaffold_23458	15517	12897	120.31
SRR5950640_C277087	5312	4414	120.34
SRR5946672_C411315	36117	30007	120.36
SRR5946764_C248178	16448	13627	120.70
SRR5947078_C900490	2415	1999	120.81
SRR413685_C508670	4804	3976	120.82
SRR5950524_C458715	2264	1872	120.94
SRR413613_C929615	51837	42833	121.02
SRS056519_LANL_scaffold_2340	65937	54339	121.34
SRR5950670_C210138	1728	1423	121.43
SRS011239_Baylor_scaffold_4178	43123	35502	121.46
SRR5936034_C269128	2171	1785	121.62
SRR413695_C673285	8479	6953	121.94
SRS014235_WUGC_scaffold_119146	1621	1328	122.06
SRS013951_WUGC_scaffold_8981	39371	32190	122.30
SRR5947034_C683173	2234	1826	122.34
SRS016095_WUGC_scaffold_7254	7945	6489	122.43
SRS019582_WUGC_scaffold_9518	12080	9837	122.80
SRR5946792_C381008	2886	2346	123.01
SRR413603_C544211	42319	34391	123.05
SRS014683_WUGC_scaffold_23420	38327	31082	123.30
SRR5935849_C437575	4536	3670	123.59
SRR5936150_C194191	1976	1598	123.65
SRR5936221_C568158	2458	1987	123.70
SRR5950517_C448437	2123	1716	123.71
SRR5950526_C177227	19602	15834	123.79
SRS024435_LANL_scaffold_5614	6520	5265	123.83
SRR413697_C904040	4572	3690	123.90
SRS019601_WUGC_scaffold_14661	10140	8166	124.17
SRR5936050_C527973	2557	2056	124.36
SRR5946690_C480818	3980	3195	124.56
SRS017307_Baylor_scaffold_8450	69627	55674	125.06
SRR341609_C357185	4520	3609	125.24
SRR5936100_C123071	12033	9595	125.40
SRR5946842_C361279	2113	1685	125.40
SRR413680_C922373	10903	8693	125.42
SRR5936100_C122549	5677	4519	125.62
SRR413663_C833359	87750	69813	125.69
SRS011452_WUGC_scaffold_5944	5906	4697	125.73
SRS024435_LANL_scaffold_12414	9026	7164	125.99
SRS022137_WUGC_scaffold_15639	52275	41482	126.01
SRR341717_C456974	1549	1229	126.03
SRR341704_C801681	65746	52148	126.07
SRR413724_C1359140	2154	1708	126.11
SRR5950650_C365467	5309	4209	126.13
SRR5946725_C344891	8827	6995	126.19
SRR5936093_C157900	2056	1626	126.44
SRR341664_C778871	51150	40332	126.82
SRR5936047_C193100	7096	5590	126.94
SRR413699_C477651	16680	13132	127.01
SRR5950575_C499492	18271	14365	127.19
SRS014683_WUGC_scaffold_30844	37322	29333	127.23
SRS016095_WUGC_scaffold_35851	26770	21027	127.31
SRS017701_Baylor_scaffold_11281	63208	49502	127.68
SRR5946850_C274193	11424	8943	127.74
SRR5946796_C290345	3247	2541	127.78
SRR341713_C533125	14865	11629	127.82
SRS017521_Baylor_scaffold_48587	1736	1354	128.21
SRS011586_WUGC_scaffold_2207	19825	15445	128.35
SRR413746_C659002	13796	10740	128.45
SRR5946671_C604469	7621	5920	128.73
SRS019685_WUGC_scaffold_49243	1235	956	129.18
SRR5936153_C86608	5294	4087	129.53
SRS042284_WUGC_scaffold_10526	5123	3949	129.72
SRS017521_Baylor_scaffold_16016	30349	23366	129.88
SRS013687_Baylor_scaffold_37018	1599	1229	130.10
SRS047014_WUGC_scaffold_1329	7812	5997	130.26
SRS016569_Baylor_scaffold_10980	71555	54921	130.28
SRS015578_WUGC_scaffold_48714	11842	9088	130.30
SRR5946737_C282769	10055	7712	130.38
SRS050925_LANL_scaffold_13094	15687	12010	130.61
SRS014979_WUGC_scaffold_10649	13906	10628	130.84
SRS019161_WUGC_scaffold_16553	93521	71176	131.39
SRS014459_WUGC_scaffold_35466	66085	50266	131.47
SRS016267_WUGC_scaffold_23642	1967	1493	131.74
SRR5935861_C469972	5742	4357	131.78
SRR5936153_C86452	5006	3755	133.31
SRR413574_C985524	31154	23326	133.55
SRR5946939_C220909	4555	3409	133.61
SRS011529_WUGC_scaffold_2387	21562	16088	134.02
SRR5946628_C454788	1134	846	134.04
SRR5935760_C262279	2301	1708	134.71
SRR5950730_C280200	28086	20816	134.92
SRS051882_Baylor_scaffold_2613	27370	20275	134.99
SRR5935830_C411921	2835	2099	135.06
SRR5935861_C470546	12269	9071	135.25
SRS019582_WUGC_scaffold_65940	2730	2017	135.34
SRS016095_WUGC_scaffold_6992	13544	10001	135.42
SRR341600_C316338	35987	26557	135.50
SRR5946928_C642463	12635	9323	135.52
SRR341625_C370955	31888	23520	135.57
SRS015369_Baylor_scaffold_14949	5845	4308	135.67
SRS015190_WUGC_scaffold_19745	89898	66236	135.72
SRR5950608_C253143	4018	2947	136.34
SRR413574_C970424	2657	1946	136.53
SRR5946648_C318551	5892	4315	136.54
SRS013687_Baylor_scaffold_9205	46093	33732	136.64
SRS020328_Baylor_scaffold_8465	27963	20457	136.69
SRR5935991_C156655	11864	8670	136.83
SRS016501_LANL_scaffold_10479	1820	1329	136.94
SRS022137_WUGC_scaffold_27123	6626	4825	137.32
SRS051882_Baylor_scaffold_8774	8348	6076	137.39
SRR5936153_C86284	4589	3339	137.43
SRR5936006_C438907	3241	2346	138.15
SRR5950547_C510065	15657	11332	138.16
SRS014683_WUGC_scaffold_10932	58250	42125	138.27
SRS018351_Baylor_scaffold_7961	46441	33549	138.42
SRR5935910_C448966	929	671	138.45
SRS019582_WUGC_scaffold_15741	6229	4495	138.57
SRR5947010_C372440	6027	4348	138.61
SRR5936204_C552589	14944	10777	138.66
SRR5935872_C301777	5091	3669	138.75
SRR5950617_C293295	6895	4946	139.40
SRR5950730_C279806	15495	11105	139.53
SRR5946656_C598131	6109	4375	139.63
SRR413715_C609577	1963	1403	139.91
SRS043411_WUGC_scaffold_38849	5139	3673	139.91
SRR5946790_C336651	3017	2149	140.39
SRS016018_WUGC_scaffold_5565	146646	104312	140.58
SRR5946656_C591019	2154	1528	140.96
SRR413609_C441092	10519	7459	141.02
SRS011302_Baylor_scaffold_6142	16296	11552	141.06
SRS015190_WUGC_scaffold_15102	59467	42072	141.34
SRS015663_WUGC_scaffold_43898	6692	4723	141.68
SRR5946764_C246758	6420	4530	141.72
SRS023847_Baylor_scaffold_187	209268	147370	142.00
SRR5950494_C226199	6214	4374	142.06
SRS016989_Baylor_scaffold_15651	648	455	142.41
SRR413657_C295079	6842	4803	142.45
SRS049959_WUGC_scaffold_40633	1325	930	142.47
SRR5935788_C294475	8798	6162	142.77
SRS014235_WUGC_scaffold_31421	52860	36968	142.98
SRR5946887_C420960	2943	2054	143.28
SRR5946990_C319159	4110	2868	143.30
SRS017521_Baylor_scaffold_5685	12483	8707	143.36
SRR5946778_C285904	3655	2544	143.67
SRR413728_C743962	2617	1821	143.71
SRR5946990_C315363	2571	1785	144.03
SRR5936034_C266012	2060	1425	144.56
SRS014459_WUGC_scaffold_80695	5136	3548	144.75
SRS023526_Baylor_scaffold_3687	4567	3154	144.80
SRS019397_WUGC_scaffold_25253	5313	3668	144.84
SRR5946882_C430233	16242	11198	145.04
SRR5950551_C406686	1843	1269	145.23
SRR5936024_C443321	2843	1954	145.49
SRR413607_C882686	7355	5054	145.52
SRR5935773_C380874	20326	13933	145.88
SRS050422_LANL_scaffold_83565	39089	26787	145.92
SRS015578_WUGC_scaffold_34612	28749	19559	146.98
SRR5936008_C200148	23611	16057	147.04
SRR5936056_C301074	3720	2519	147.67
SRS011302_Baylor_scaffold_6243	80642	54577	147.75
SRR5962896_C293236	7339	4958	148.02
SRS011302_Baylor_scaffold_18868	41174	27784	148.19
SRR5936000_C323897	6679	4497	148.52
SRR5936023_C633398	3027	2038	148.52
SRS011271_WUGC_scaffold_9182	12416	8349	148.71
SRR5950729_C725125	5843	3928	148.75
SRS053335_LANL_scaffold_12895	2505	1684	148.75
SRR413757_C469702	2868	1919	149.45
SRS018351_Baylor_scaffold_19307	7550	5051	149.47
SRS019125_WUGC_scaffold_9145	6283	4203	149.48
SRS049995_LANL_scaffold_4188	55710	37176	149.85
SRS015794_Baylor_scaffold_26762	28111	18754	149.89
SRS043411_WUGC_scaffold_13816	61678	41091	150.10
SRR413717_C389780	4178	2782	150.17
SRS062427_LANL_scaffold_3485	17518	11615	150.82
SRR5935799_C703925	14648	9676	151.38
SRS011586_WUGC_scaffold_21472	17249	11390	151.43
SRS018351_Baylor_scaffold_12783	62234	40874	152.25
SRS056259_LANL_scaffold_17268	45098	29538	152.67
SRR5946666_C324825	2415	1576	153.23
SRS012273_Baylor_scaffold_5202	85587	55756	153.50
SRS051882_Baylor_scaffold_4501	33626	21882	153.66
SRS022137_WUGC_scaffold_8358	96918	63007	153.82
SRR341665_C583463	6507	4229	153.86
SRR5935944_C617718	2849	1851	153.91
SRS017191_Baylor_scaffold_3420	45171	29331	154.00
SRR413686_C1138577	12413	8033	154.52
SRR5946619_C162883	4239	2733	155.10
SRS049164_WUGC_scaffold_25607	4039	2600	155.34
SRR413578_C574530	33174	21346	155.41
SRR413619_C790219	8419	5416	155.44
SRS043411_WUGC_scaffold_1881	87009	55947	155.52
SRS024132_Baylor_scaffold_7719	73519	46986	156.47
SRS016095_WUGC_scaffold_2324	30494	19457	156.72
SRR413614_C831150	22809	14547	156.79
SRR341693_C458959	33624	21431	156.89
SRR5950589_C599475	5406	3445	156.92
SRS052697_LANL_scaffold_64114	3487	2221	157.00
SRS016954_Baylor_scaffold_13636	28395	18078	157.06
SRS020869_Baylor_scaffold_6955	7925	5045	157.08
C3043707	3222	2049	157.24
SRS065504_LANL_scaffold_7629	11983	7615	157.36
SRS015369_Baylor_scaffold_1622	11945	7562	157.96
SRS049959_WUGC_scaffold_30705	2497	1579	158.13
SRR5962883_C303440	12238	7731	158.29
SRR5935742_C406790	18024	11384	158.32
SRR5935911_C352248	6845	4314	158.66
SRS015854_WUGC_scaffold_2037	2056	1295	158.76
SRS024388_LANL_scaffold_16502	5740	3601	159.40
SRR413771_C856670	15802	9891	159.76
C4262490	5671	3540	160.19
SRR5950607_C305050	2908	1806	161.01
SRS052027_LANL_scaffold_18245	78612	48702	161.41
SRS043411_WUGC_scaffold_18861	76025	47020	161.68
SRS050422_LANL_scaffold_11838	3323	2054	161.78
SRS024075_LANL_scaffold_11346	41158	25351	162.35
SRR413648_C750976	43186	26593	162.39
SRS019161_WUGC_scaffold_10156	31183	19165	162.70
SRS049959_WUGC_scaffold_738	18804	11555	162.73
SRS023914_Baylor_scaffold_20705	83376	51149	163.00
SRR413587_C426750	43571	26576	163.94
SRS024435_LANL_scaffold_2449	57546	35080	164.04
SRS014459_WUGC_scaffold_17576	30895	18778	164.52
SRS019582_WUGC_scaffold_36453	30582	18580	164.59
SRR413609_C440626	10469	6338	165.17
SRS043701_LANL_scaffold_20843	107498	65052	165.24
SRS055982_Baylor_scaffold_3508	70845	42847	165.34
SRR5935791_C195656	7237	4376	165.37
SRS016018_WUGC_scaffold_10479	14860	8977	165.53
C1602735	1255	758	165.56
C3747995	2631	1587	165.78
SRR5962899_C423505	2942	1774	165.83
SRS019601_WUGC_scaffold_10708	6491	3896	166.60
SRR5936210_C436652	6134	3676	166.86
SRS013800_Baylor_scaffold_10826	5832	3486	167.29
SRS024435_LANL_scaffold_5250	122623	73222	167.46
SRR341590_C663569	53595	31782	168.63
SRR5935796_C676257	9901	5869	168.69
SRS042284_WUGC_scaffold_4374	7910	4688	168.72
C2568770	4835	2861	168.99
SRS019968_Baylor_scaffold_19401	18025	10654	169.18
SRS023914_Baylor_scaffold_34704	7152	4222	169.39
SRS016267_WUGC_scaffold_14359	6269	3696	169.61
SRS020328_Baylor_scaffold_30245	7261	4272	169.96
SRS014613_WUGC_scaffold_15665	152978	89994	169.98
SRS017307_Baylor_scaffold_21319	71700	42144	170.13
SRS050925_LANL_scaffold_42667	7945	4661	170.45
SRS017307_Baylor_scaffold_30113	6326	3709	170.55
SRS062544_LANL_scaffold_22802	1148	673	170.57
SRR5946800_C499101	29553	17277	171.05
SRR5936218_C185286	5086	2968	171.36
SRR413704_C240399	38394	22370	171.63
SRS063040_Baylor_scaffold_14842	14063	8181	171.89
SRR5935841_C211151	1941	1127	172.22
SRR5950618_C468380	2325	1350	172.22
SRS053214_LANL_scaffold_15212	13110	7591	172.70
SRR5935787_C163992	2545	1472	172.89
SRR5936155_C294620	8093	4681	172.89
SRR341611_C344158	14876	8573	173.52
SRS014979_WUGC_scaffold_34144	5816	3351	173.56
SRS020869_Baylor_scaffold_2143	78572	45224	173.73
SRS043411_WUGC_scaffold_10108	26543	15201	174.61
SRS052697_LANL_scaffold_4602	67528	38530	175.26
SRR5936151_C291988	3370	1921	175.42
SRS019910_WUGC_scaffold_5688	44444	25232	176.14
SRS014459_WUGC_scaffold_51356	16067	9094	176.67
SRS016335_WUGC_scaffold_7097	1622	917	176.88
SRS015065_WUGC_scaffold_7542	7176	4051	177.14
SRS017307_Baylor_scaffold_4293	170136	95989	177.24
SRR5950777_C364720	10374	5849	177.36
SRS016095_WUGC_scaffold_9023	14705	8287	177.44
SRR5946764_C246682	7766	4375	177.50
SRS043411_WUGC_scaffold_35868	33985	19090	178.02
SRR413620_C582651	4652	2611	178.16
C2155646	1441	806	178.78
SRR5935871_C253748	1203	671	179.28
SRR341694_C393419	10761	5998	179.40
SRR5935791_C193190	2883	1599	180.30
SRS058723_Baylor_scaffold_8552	2661	1473	180.65
SRS045004_LANL_scaffold_6030	1581	874	180.89
SRS017433_Baylor_scaffold_2064	40851	22558	181.09
C3387312	2568	1418	181.10
SRR5950505_C216874	2912	1602	181.77
SRS062427_LANL_scaffold_9660	41083	22564	182.07
SRR5935803_C775050	3646	1999	182.39
SRR5936098_C413950	4966	2718	182.70
SRR5936148_C398940	12870	7038	182.86
SRR5935877_C597672	3492	1905	183.30
SRS014313_WUGC_scaffold_5099	7302	3968	184.02
SRR5950641_C359533	3317	1785	185.82
SRR5935749_C360288	4704	2528	186.07
SRS013521_LANL_scaffold_549	19876	10674	186.20
SRR5935996_C216996	2027	1082	187.33
SRR5936100_C122281	5819	3097	187.89
SRR5935969_C492413	2432	1289	188.67
SRS042284_WUGC_scaffold_8810	13784	7299	188.84
SRS023914_Baylor_scaffold_8987	65778	34771	189.17
SRR413747_C671270	51602	27211	189.63
SRS055982_Baylor_scaffold_12025	30040	15834	189.71
SRR5936126_C494937	2911	1531	190.13
SRS013687_Baylor_scaffold_7360	26279	13790	190.56
SRR5950544_C452403	30931	16157	191.44
SRR413736_C631242	112083	58544	191.45
SRS064557_LANL_scaffold_10761	8161	4261	191.52
SRR413596_C484917	33569	17470	192.15
SRR5936053_C178180	3095	1608	192.47
SRS014287_WUGC_scaffold_26029	39258	20335	193.05
SRS024435_LANL_scaffold_739	7157	3707	193.06
SRR413644_C894642	14438	7464	193.43
SRR5946879_C269911	4357	2250	193.64
SRS019161_WUGC_scaffold_29958	7496	3856	194.39
SRS014459_WUGC_scaffold_26300	8139	4177	194.85
SRR5936146_C104494	6713	3436	195.37
SRR5950749_C357956	3690	1888	195.44
SRR5946737_C282235	12018	6116	196.50
SRR5935860_C444101	3283	1670	196.58
SRS014613_WUGC_scaffold_13308	106211	53989	196.72
SRR5936198_C284173	4803	2441	196.76
SRR413721_C530555	36986	18787	196.87
SRS051882_Baylor_scaffold_2383	13278	6744	196.88
SRS013951_WUGC_scaffold_10302	9158	4639	197.41
SRR413695_C649680	2170	1099	197.45
SRS018427_Baylor_scaffold_9746	9756	4938	197.56
SRS023829_Baylor_scaffold_12074	3592	1806	198.89
SRS023914_Baylor_scaffold_4680	69286	34795	199.12
SRR5950780_C559354	6781	3396	199.67
SRS017247_LANL_scaffold_3573	113628	56902	199.69
SRS043001_WUGC_scaffold_23321	1316	657	200.30
SRR413562_C870412	21841	10875	200.83
SRS011586_WUGC_scaffold_988	9085	4518	201.08
SRS042284_WUGC_scaffold_9425	3152	1564	201.53
SRR5950607_C305732	3942	1952	201.94
SRS016495_LANL_scaffold_6401	13349	6601	202.22
SRR5946725_C343891	7742	3811	203.14
SRS017307_Baylor_scaffold_19375	2885	1419	203.31
SRR5935994_C432002	6229	3060	203.56
SRS023526_Baylor_scaffold_13119	2988	1465	203.95
SRS048870_WUGC_scaffold_44569	8046	3915	205.51
SRS011586_WUGC_scaffold_15340	6771	3291	205.74
SRR413725_C825461	19389	9403	206.20
SRS053398_LANL_scaffold_3283	5117	2472	206.99
SRS049995_LANL_scaffold_40791	16180	7815	207.03
SRS013800_Baylor_scaffold_9909	8705	4198	207.36
SRS019161_WUGC_scaffold_53530	6097	2936	207.66
SRS013951_WUGC_scaffold_54505	29545	14105	209.46
SRS019910_WUGC_scaffold_12868	62441	29493	211.71
SRS049959_WUGC_scaffold_6033	6118	2883	212.20
SRS015782_WUGC_scaffold_1463	10320	4842	213.13
SRR341634_C382431	97375	45683	213.15
SRS045713_WUGC_scaffold_17477	13565	6334	214.16
SRS016954_Baylor_scaffold_11418	3521	1639	214.82
SRS048164_WUGC_scaffold_21588	9526	4415	215.76
SRS015264_WUGC_scaffold_3108	29949	13837	216.44
SRS020869_Baylor_scaffold_6329	23175	10637	217.87
SRS052027_LANL_scaffold_64	45024	20614	218.41
SRS045004_LANL_scaffold_19663	2164	985	219.69
SRS050299_LANL_scaffold_687	46517	21080	220.66
SRS024009_Baylor_scaffold_204	10643	4818	220.90
SRS052027_LANL_scaffold_7832	28953	13078	221.38
SRS016095_WUGC_scaffold_22402	1676	757	221.40
SRS053398_LANL_scaffold_45243	3470	1563	222.00
SRR5936027_C746114	1576	709	222.28
SRR5950492_C582961	8604	3847	223.65
SRR413736_C624400	9878	4393	224.85
SRS011586_WUGC_scaffold_7434	23553	10453	225.32
SRS014979_WUGC_scaffold_5124	3272	1451	225.49
SRR341584_C461723	57126	25290	225.88
SRS058723_Baylor_scaffold_1072	8476	3752	225.90
SRS064557_LANL_scaffold_10013	1430	630	226.98
SRS019161_WUGC_scaffold_163	3339	1470	227.14
