Head_gene_symbol	Head_gene_breakpoint	Tail_gene_symbol	Tail_gene_breakpoint
FRG1B	29614261	LOC100132352	68726979
FUBP1	78444776	ETV1	13930855
FUBP1	78425869	ETV1	13978871
FUBP1	78425869	ETV1	13978871
FUBP1	78425868	ETV1	13978870
GBP3	89486215	FLJ43879	239845105
GBP3	89486215	LOC100132832	76681881
GBP3	89486215	PTPN3	112139774
GHR	42721129	RN7SL2	50329521
GJC3	99521226	AZGP1	99569369
GNG5	84967653	CTBS	85028940
GPR107	132842048	ATRAID	27436045
GPR37L1	202098158	FAM120AOS	96212761
HAUS7	152760450	BGN	152772504
HEPHL1	93800911	PANX1	93862496
HEXIM1	43227390	TRIM25	54985828
HLA-A	29912393	HLA-J	29976815
HLA-C	31237136	HLA-B	31322278
HLA-DPB1	33048711	HLA-DQB2	32723875
HLA-DPB1	33048711	HLA-DRB1	32546592
HLA-DRB1,HLA-DRB6	32552154	HLA-DQB2	32723875
HLA-J	29974445	HLA-B	31323298
HLA-L	30227473	HLA-B	31323298
HLA-L	30229256	HLA-C	31237302
HMGN2P46	45803336	AAK1	69688772
HSD17B12	43877445	LOC100272146	45502552
HSPE1	198367852	MOB4	198388349
IGFBP7	57907098	LOC255130	57976553
IGSF9B	133785353	SAV1	51101249
IKZF2	213864968	G3BP2	76568482
JOSD1	39083320	C6orf132	42096410
JTB	153946990	CD24	21154268
KCNS3	18351774	PPM1G	27610025
KDM4A	44163513	KDM4A-AS1	44169920
KIF27	86498933	LOC389765	88457794
KLKP1	51391130	KLK4	51411835
LASS4	8315960	C4orf40	71029173
LCLAT1	30862982	TMEM55A	92020970
LDLRAP1	25894479	C22orf45	24825667
LOC100130855	63889597	FBXL22	63893365
LOC100132352	68743229	FRG1B	29628226
LOC100134368	442677	LOC440944	9431974
LOC100134368	433429	NME4	448990
LOC100286793	143744586	BC065231	145004780
LOC100286793	143744586	BX647792	145013718
LOC100505666	155036217	EFNA4	155039233
LOC100506469	36036530	TMEM147	36037459
LOC338739	33212555	C11orf67	77553674
LOC348840	197790651	ANKRD18A	38601191
LOC389906	3761934	AK000470	3771064
LOC400960	70278335	GPANK1	31629449
LOC554223	29760482	HLA-A	29911044
LOC644961	27652880	ACTG1	79477135
LOC678655	6560062	SEC63	108189758
LOC678655	6557316	TLCD2	1607394
LOC728855	149576699	BC065231	145004780
LOC728855	144340772	BX647792	145013718
LOC728875	144521008	BC065231	145004780
LOC728875	144521008	BX647792	145013718
LPPR1	103995971	MRPL50	104153131
LYZ	69747545	NDUFA3	54610118
MAP4K3	39556699	NRXN1	50599887
MAPK8	49632557	MAPK10	87022205
MB	36013312	HAUS3	2233201
METTL7A	51324509	TRMT2B	100265696
MGA	42005693	SNAP91	84291884
MGAT4B	179226612	SQSTM1	179233863
MGC2752	59097722	RPL23AP82	51227177
MITD1	99786013	SULT1C2	108915025
MRPL42P5	40824501	C15orf57	40849415
MRPL45P2	45567532	AKR1D1	137802476
MSMB	51549553	HDAC3	141000843
MSMB	51556856	NCOA4	51579129
MSMB	51549553	SRSF3	36570443
NAIP	70282272	OCLN	68830520
NBEA	35630147	C2orf27A	132480221
NCL	232325383	NISCH	52521452
NDUFA3	54610118	PNMA2	26363247
NDUFB1	92583986	HAVCR2	156513534
NEURL2	44519089	CTSA	44520290
NPAS3	34271576	MBNL1	152183561
NPIP	15044112	PDXDC2P	70011486
NSUN4	46827368	FAAH	46867763
NSUN7	40778276	ARL4A	12728109
NT5C2	104953062	BC065757	89156330
NUCB2	17316871	FAM119A	208477023
NUP62	50432479	ATF5	50434015
OCLN	68830521	NAIP	70275696
OGFOD3	80376231	HEXDC	80377659
PAPD5	50268084	ABCA11P,ZNF721	466364
PEX13	61277911	GNB2L1	180666582
PFDN5	53689423	INMT	30796045
PLA2G2A	20305003	PLEK2	67878776
PLA2G2A	20306106	RPS24	79796952
PMS2P3	75145043	PRKRIP1	102038067
POLE3	116169897	Metazoa_SRP	50053369
POLE3	116169897	RN7SL1	50053369
POLE3	116169897	RN7SL2	50329496
POLR2I	36606191	TBCB	36606303
PPM1G	27632495	SLC30A3	27477439
PPM1G	27632170	SLC30A3	27480220
PRH1-PRR4	11001005	ENSG00000212127	11126253
PRR16	119800339	CTD-2334D19.1	120125648
PSMA4	78839038	CHRNA5	78873153
RALGPS1	129740023	EXOC6B	72406443
RALGPS1	129740024	EXOC6B	72411316
RAP2C	131352864	MBNL3	131563840
RHBDL2	39353635	GJA9	39341865
RHBDL2	39353635	MYCBP	39341865
RNLS	90276303	TBC1D12	96294930
RPL23AP7	114379738	IL9R	155235144
RPL27A	8707394	APP	27253210
RPL28	55897953	RP11-436H11.1	124144850
RPL31P11	161654609	RPL31	101622857
RPL41	56511292	SUPT16H	21831448
RPL5	93307481	HLA-B	31321772
RPLP1	69747857	LAMA5	60884274
RPP30	92662085	Metazoa_SRP	50053369
RPP30	92662085	RN7SL1	50053369
RPP30	92662085	RN7SL2	50329496
RPS15A	18796145	LMX1B	129460297
RPS3	75111737	CAGE1	7339787
RPS6	19376253	MSMB	51556771
RUFY2	70166706	RNLS	90043858
RUFY2	70136610	RNLS	90074398
RUFY2	70136610	RNLS	90074398
RUFY2	70136609	RNLS	90074397
SETDB1	150936711	CERS2	150939665
SIDT2	117066631	TAGLN	117073718
SIDT2	117066631	TAGLN	117073718
SLC30A3	27480220	PPM1G	27632170
SLC30A3	27480219	PPM1G	27632169
SLC35D2	99145758	LPPR1	104005540
SLC35D2	99145991	MRPL50	104152248
SLC35E2B	1601103	SLC35E2	1666274
SMG5	156219358	PAQR6	156216545
SNX22	64449107	PPIB	64455193
SNX27	151669151	LOC678655	6559507
SOCS2-AS1	93960747	SOCS2	93965513
SPAG5-AS1	26944312	KIAA0100	26947645
SPINT2	38781215	C19orf33	38795015
SPTLC1	94877689	DTNB	25600111
STX17	102730020	PHYHD1	131696289
STX17	102730752	PHYHD1	131698727
STX17	102730752	PHYHD1	131698727
STYXL1	75625762	TMEM120A	75621875
SYNE4	36498148	AC002116.8	36499687
SYNJ2BP	70842393	COX16	70809446
TAS2R14	11091176	PRR4,PRH1	11126254
TCF12	57213295	MAP3K5	136928077
TCRBV5S1A1T	142021361	TCRVB	142494796
TCRBV6S1A1N1	142247589	TCRVB	142495140
TCRGC2,TARP	38356708	ST20	80191181
THEM4	151861849	OPA3	46051032
THUMPD2	39979519	EML4	42472644
THUMPD2	40006253	LINC00534	91466636
THUMPD3	9427607	GNL3L	54589101
TIMM23	51606988	BMS1P4	75473090
TLCD2	1610285	STAP2	4324655
TM2D1	62160369	TRMT5	61440368
TMEM55A	92053202	LCLAT1	30862982
TMEM55A	92020971	LCLAT1	30862983
TMEM79	156261194	LOC729609	20005109
TPRKB	73961556	PARP14	122448308
TPRKB	73961556	ZNF273	64390271
TPT1	45914888	RP1-83M4.2	144522086
TPT1	45911432	NDUFA5	123181318
TPTE2P2	52845540	SPAG16	214228869
TRAF3IP3	209955087	C1orf74	209955738
TRAPPC4	118889410	CCNI	77996630
TSPAN13	16824104	ARL13B	93773628
TTC36	118401380	TMEM25	118402893
TTTY15	14798535	USP9Y	14813939
TUBG1	40764511	URGCP	43958442
UPF3A	115048418	PPM1B	44461390
USP13	179439377	PEX5L-AS1	179598676
VAX2	71148415	ATP6V1B1	71185176
VPS13C	62157800	IL6ST	55235969
VPS45	150082742	PLEKHO1	150123102
WDPCP	63540382	TGFA	70703835
WHAMML1	23196291	LOC100288615	32820733
WHAMML1	23196162	WHAMM	83491852
WRB	40763762	SH3BGR	40834301
WRB	40763762	SH3BGR	40834301
WWTR1	149375108	CHD9	53260277
YWHAQ	9770287	PRKCE	46412347
ZBTB38	141115271	AUH	94058303
ZCRB1	42707701	MACROD2	16030714
ZFAND6	80390758	ATP8B5P	35449727
ZGPAT	62367398	LIME1	62368089
ZNF18	11898875	TPRKB	73959412
ZNF28	53301858	ZNF816	53452837
ZNF606	58490021	C19orf18	58485570
ZNF620	40558758	LPP	188601244
ZNF621	40577606	FLJ33630	127396836
ZNF664	124488087	FAM120AOS	96209979
ZNF761	53957904	MCFD2	47137919
ZNF828	115086707	LILRA5	54818522
ZNF91	23541232	TFDP2	141667380
ZNRF3	29452366	TNFSF10	172224709
ADSL	40762502	SGSM3	40796701
CCDC144NL	20771214	NBEAP1	20876597
ERG	39956868	TMPRSS2	42879876
HACL1	15604865	COLQ	15531144
MTATP6P1	569445	MTATP8P2	88124464
NSUN4	46827368	FAAH	46867763
PEMT	17480234	SLC35B1	47783258
PTEN	89653866	PACS1	65960957
SEMA5B	122746575	BAZ2A	56989379
SLC45A3	205628617	ELK4	205593019
SMG5	156219358	PAQR6	156216545
TMPRSS2	42879877	ERG	40033583
TTTY15	14798535	USP9Y	14821321
AZGP1	99569369	GJC3	99521226
CCDC144NL	20771214	NBEAP1	20876597
CCDC64B	3085458	LOC100128770	3086909
ERG	39964723	TMPRSS2	42871728
GCSAML	247719768	UBE4B	10132086
LOC283335	53447356	TTLL9	30530858
MTATP6P1	569444	MTATP8P2	88124463
PEMT	17480234	SLC35B1	47783258
PTEN	89653866	PACS1	65960957
SEMA5B	122746575	BAZ2A	56989379
TMPRSS2	42878372	ERG	40033583
TRGC1	38301772	LYRM4	5187190
TTTY15	14798535	USP9Y	14821321
AK090788	165235541	SAFB	5667830
AK090788	165235541	SEC16A	139334547
BC045192	116881890	GLB1	33038099
CATSPERB	92198412	C1orf168	57184476
COL11A1	103496799	WDSUB1	160092303
CSMD2	34630874	AK123868	70647681
CSTF3	33183036	FOXRED2	36883232
CSTF3	33183036	GLB1	33038099
DISC1	231935955	HN1L	1728277
ENTPD6	25205952	APPL2	105567074
ESYT2	158622318	C1orf168	57184476
FAM98A	33824361	ZNF280D	56922373
FMN2	240497528	DDX59	200613164
FMN2	240555861	TOP3B	22311402
IKBKE	206646656	BMP7	55743808
IKBKE	206647813	FKBP5	35541361
IKBKE	206647813	HUWE1	53559062
IKBKE	206646656	LRP11	150139893
LOC100287616	74220300	FKBP5	35541361
LOC100287616	74220300	NEDD4	56119121
LYZL1	29600157	MKX	27961802
MPG	133254	GEN1	17961887
NAAA	76862165	LEO1	52230221
NAIP	70282272	OCLN	68830520
NELL1	20950024	GLB1	33038099
NOTCH2	120612316	GLB1	33038099
NXF1	62572963	C1orf168	57184476
PCM1	17863905	MKX	27961802
RERE	8483746	PIK3CD	9770481
SAFB	5668488	MYOM3	24382530
SEC16A	139377506	MYOM3	24382530
SLC22A23	3445217	FOXRED2	36883232
SLC30A6	32409406	RHBDD1	227860146
SLC30A6	32417484	RYR3	33765619
SMA4	69697494	GTF2H2	70330950
SMA4	69697494	GTF2H2C,GTF2H2D	68860926
SMARCAD1	95129392	C1orf168	57184476
SSPO	149516972	GABRA3	151335633
SV2C	75428154	FKBP5	35541361
TBC1D30	65230437	LOC390705	32300867
THEMIS	128239775	AJUBA	23440409
THEMIS	128239775	MEMO1	32092893
THEMIS	128239775	WDR90	705572
ACTA2	90707015	LPAL2	160887896
ADSL	40762502	SGSM3	40796700
ANG	21161809	RNASE4	21167514
ANXA4	70039784	DENND1A	126319848
ASXL2	26101311	FLJ30838	59151679
ASXL2	26068349	FLJ30838	59151679
BC110832,LOC728855	149576699	BX647792	145013718
C2orf28	27440012	NFKBIZ	101579633
CTBS	85028940	GNG5	84967653
DENND1A	126319849	ANXA4	70039785
DHRS7	60611731	FAM120A	96328327
DTNB	25851040	SIX3-AS1	45167972
EIF2AK2	37375594	ENSG00000244833	81847289
EML4	42472826	ENSG00000239235	54263702
IGLV1-44	22735711	IGLL5	23235959
ENSG00000212127	11199786	LOC100129361	11323865
AC068490.2	22198488	ERP44	102861065
AC019118.2	3065091	C5	123719562
ERI2	20814992	ZNF737	20721147
FAM49A	16740617	SOS1	39247545
FLJ39739	147931979	BX647792	145013718
FUBP1	78444776	ETV1	13930855
FUBP1	78425869	ETV1	13978871
FUBP1	78425868	ETV1	13978870
GNG5	84967653	CTBS	85028940
GPR107	132842048	ATRAID	27436045
GPR37L1	202098158	FAM120AOS	96212761
HAUS7	152760406	BGN	152770703
HEXIM1	43227390	TRIM25	54985828
HLA-C	31237277	HLA-B	31322416
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-L	30229256	HLA-C	31237302
HSD17B12	43877445	LOC100272146	45502552
KCNS3	18351774	PPM1G	27610025
LDLRAP1	25894479	C22orf45	24825667
LOC100286793	143744586	BX647792	145013718
LOC100506469	36036530	TMEM147	36037459
LOC554223	29760482	HLA-A	29911044
LOC644961	27652880	ACTG1	79477135
LOC728855	149576699	BC065231	145004780
LOC728855	144340772	BX647792	145013718
LPPR1	103995971	MRPL50	104153131
MAP4K3	39556699	NRXN1	50599887
MGA	42005693	SNAP91	84291903
NCAPH2	50962850	TYMP	50964615
NPIP	15044112	PDXDC2P	70011486
NSUN7	40778276	ARL4A	12728109
NT5C2	104953062	BC065757	89156330
PRH1-PRR4	11001005	ENSG00000212127	11126253
RBMXL1	89446126	LUM	91497331
RNLS	90276303	TBC1D12	96294930
RPL23AP7	114379738	IL9R	155235144
RPL23	37009985	RP1-278E11.3	39926565
RPL31P11	161654609	RPL31	101622857
RUFY2	70166706	RNLS	90043858
RUFY2	70136610	RNLS	90074398
RUFY2	70136610	RNLS	90074398
RUFY2	70136609	RNLS	90074397
SLC35D2	99145991	MRPL50	104152248
SMG5	156219358	PAQR6	156216545
SNX22	64448337	PPIB	64455199
SPINT2	38781215	C19orf33	38795015
TCF12	57213295	MAP3K5	136928077
THAP3	6692554	LOC100129138	104615994
TIMM23	51606988	BMS1P4	75473090
TMEM79	156261194	LOC729609	20005109
TPRKB	73961556	PARP14	122448308
USP13	179439376	PEX5L	179598675
USP13	179439377	PEX5L-AS1	179598676
YWHAQ	9770287	PRKCE	46412347
ZFAND6	80390758	ATP8B5P	35449727
ZNF28	53301858	ZNF816	53452837
ZNF664	124488087	FAM120AOS	96209979
ADNP	49531281	PSMD10	107327998
AK090788	165235541	SAFB	5667830
ALG1L2	129810213	MYOM3	24382530
ALG1	5128017	MYOM3	24382530
AMBP	116840751	MYOM3	24382530
ASGR1	7082882	OR4D2	56247016
CD99	2588464	PDIK1L	26437655
CD99	2641404	PEA15	160181332
CD99	2591404	SDHAP3	1568636
CD99	2640714	SLIT1	98757794
CD99	2590714	ZNF746	149169883
COX6B2	55865906	PDIK1L	26437655
COX6B2	55865906	PEA15	160181332
COX6B2	55865906	SLIT1	98757794
COX6B2	55865906	ZNF746	149169883
FHAD1	15653637	MFN2	12065767
FMN2	240555861	DUSP9	152907896
FMN2	240555861	TMEM132B	126136986
FMN2	240555861	TOP3B	22311402
IKBKE	206646656	DYRK1B	40315989
ISYNA1	18548118	MFN2	12065767
KCNH4	40333295	MYOM3	24382530
LEPRE1	43232754	PRRC2C	171454665
LOC100287616	74220300	CACNA2D1	81579417
LOC100287616	74220300	PPP1R13B	104200087
LOC100287616	74220300	SFXN4	120900424
LOC100287616	74220300	TBC1D8	101623689
MASP1	187009809	C11orf58	16760147
MICAL2	12160006	PSMC5	61904769
MIPOL1	37969343	DGKB	14188863
MIPOL1	37969342	DGKB	14188862
MTATP6P1	569446	MTATP8P2	88124465
NIPAL4	156887364	LOC338799	122233172
NXF1	62572963	CDKL2	76501703
PHKA2	19002479	NOP56	2633487
PPP2R2A,DOCK5	25246747	MFN2	12065767
RAC2	37640304	MYOM3	24382530
RERE	8482787	PIK3CD	9770482
SAFB	5668488	NOMO1	14968892
SAFB	5668488	NOMO2	18511181
SAFB	5668488	NOMO3	16367545
SLC45A3	205630989	ELK4	205593019
SLIT1	98945682	TMEM204	1583934
SMARCA1	128657459	C11orf58	16760147
SMARCA5	144468655	C11orf58	16760147
SNX12	70288230	C11orf58	16760147
SNX12	70288230	KIAA1324	109730798
SNX12	70288230	MAGEA4	151091924
SNX12	70288230	TRIP4	64687596
SNX12	70288230	WDR59	74907470
SPNS1	28986420	MYOM3	24382530
SPNS1	28986420	NOMO1	14965477
SPNS1	28986420	NOMO2	18511181
SPNS1	28986420	NOMO3	16363977
SPNS1	28986420	ZMYM1	35564951
SSX3	48216141	PEA15	160181332
SSX3	48216141	SDHAP3	1568636
SSX3	48216141	SLIT1	98757794
SSX3	48216141	TIMM44	7991602
SSX3	48216141	ZNF746	149169883
TRNA_Glu	161582578	LRRC26	140063211
TTTY15	14798535	USP9Y	14813939
USP15	62778082	PDIK1L	26437655
USP15	62783293	PEA15	160181332
USP15	62783293	SDHAP3	1568636
USP15	62778082	SLIT1	98757794
ZNF219	21566807	LRRC26	140063211
ABTB2	34379554	LINC00085	52206206
ANKS3	4784162	SEMA5B	122628042
ASGR1	7082882	FAM102A	130702860
CREBBP	3930120	SPTB	65213000
CTBS	85028940	GNG5	84967653
DTNB	25851040	SIX3-AS1	45167972
RPL30P4	32677045	RPL30	99057617
FUBP1	78425869	ETV1	13978871
KCNS3	18351774	PPM1G	27610025
LINC00085	52206350	SEMA5B	122628042
MCMBP	121633132	FER1L5	97329175
MCMBP	121633132	PSMC5	61904769
MICAL2	12160010	FER1L5	97334487
MICAL2	12160006	PSMC5	61904769
MIR320A	22102555	C6orf195	2623672
MIR320A	22102555	GLG1	74481325
MIR320A	22102555	GRIN2D	48901623
MIR320A	22102555	MAP2K5	67835020
MTATP6P1	569444	MTATP8P2	88124463
PDE4D	59189620	ODZ1	123509755
QARS	49133365	RPL37	40834306
RAB3IP	70132810	CCDC101	28592375
RAB3IP	70132810	SEMA5B	122628042
RPL30	99054007	NCAM1	113148541
SAFB	5661818	OR4D2	56247016
SEMA5B	122747451	FAM174B	93160678
SETDB1	150898992	SPTB	65213000
SPATS2L	201343253	VCL	75879658
USP13	179439377	PEX5L-AS1	179598676
XPOT	64798583	LDHAL6A	18477373
ZFAND3	37787791	OR4D2	56247016
ZNF638	71558995	PPM1G	27610025
ADSL	40762502	SGSM3	40796701
AZGP1	99569369	GJC3	99521226
CCDC144NL	20771214	NBEAP1	20876597
DNASE1	3707755	TRAP1	3708200
ERG	39964723	TMPRSS2	42871728
MTATP6P1	569444	MTATP8P2	88124463
NSUN4	46827368	FAAH	46867763
PEMT	17480234	SLC35B1	47783258
PTEN	89653866	PACS1	65960958
SEMA5B	122746575	BAZ2A	56989379
SLC45A3	205628617	ELK4	205593019
SPON2	1165273	MYBPC2	50951481
TMPRSS2	42879877	ERG	40033583
TP53RK	45313034	SLC13A3	45298777
TTTY15	14798535	USP9Y	14813939
ABTB2	34379554	LINC00085	52206206
ANKS3	4784162	SEMA5B	122628042
ANTXR1	69476302	ZFP36L1	69255506
ASGR1	7082882	FAM102A	130702860
C17orf76-AS1	16344876	BCL10	85732638
CREBBP	3930120	SPTB	65213000
CTBS	85028940	GNG5	84967653
DNAH6	84932870	BC018860	5901
DTNB	25851040	SIX3-AS1	45167972
ENO1	8938720	EDARADD	236646447
ENSG00000169894	100609559	MUC12	100613250
FUBP1	78425869	ETV1	13978871
IGFBP7	57907100	LOC255130	57976555
KCNS3	18351774	PPM1G	27610025
LINC00085	52206350	SEMA5B	122628042
MCMBP	121633132	FER1L5	97329175
MCMBP	121633132	PSMC5	61904769
MICAL2	12160006	PSMC5	61904769
MIR320A	22102555	C6orf195	2623672
MIR320A	22102555	GLG1	74481325
MIR320A	22102555	GRIN2D	48901623
MIR320A	22102555	MAP2K5	67835020
PDE4D	59189620	ODZ1	123509755
RAB3IP	70132810	CCDC101	28592375
RAB3IP	70132810	SEMA5B	122628042
RPL30	99054007	NCAM1	113148434
SEMA5B	122747451	FAM174B	93160678
SETDB1	150898992	SPTB	65213000
USP13	179439377	PEX5L-AS1	179598676
YME1L1	27400662	MIDN	1258796
ZFAND3	37787791	OR4D2	56247016
ASGR1	7082882	FAM102A	130702860
AZGP1	99569369	GJC3	99521226
BC042876	163654481	JA040725	7586
C15orf52	40632838	TCTEX1D1	67241196
CD99	2638464	PDIK1L	26437655
CD99	2591404	PEA15	160181332
COX6B2	55865906	PEA15	160181332
CREBBP	3930120	SPTB	65213000
CWC25	36971993	PKHD1	51480144
DLEC1	38139127	MRPS15	36921361
DNAH6	84932870	BC018860	5901
DNAJB12	74114906	TTLL1	43435522
IKBKE	206647813	PDPK1	2666121
IKBKE	206646656	RPE65	68894506
JA040725	15887	SBNO2	1107632
LINC00085	52206350	SEMA5B	122628042
LOC100287616	74220300	RPE65	68894506
MCMBP	121633132	FER1L5	97327951
MCMBP	121633132	PSMC5	61904769
MIR320A	22102555	C6orf195	2623672
MTATP6P1	569310	MTATP8P2	88124467
PEMT	17480234	SLC35B1	47783258
PTEN	89653866	PACS1	65960958
RAB3IP	70132810	CCDC101	28592375
RAB3IP	70132810	SEMA5B	122628042
RPL30	99054007	NCAM1	113148541
RPL30	99053987	NT5C2	104847025
SMARCA1	128657459	MAGEA4	151085396
SMARCA5	144468655	MAGEA4	151085396
SNORA77	203698832	KIAA0556	27788248
SNX12	70288230	FAM208B	5799482
SNX12	70288230	MAGEA4	151091924
SNX12	70288230	MBOAT4	29989186
SNX12	70288230	PYROXD1	21590537
SNX12	70288230	SYCP3	102122425
SPCS1	52742182	CCNF	2487744
SYCP3	102133249	BARX2	129306645
SYCP3	102133249	NAAA	76831807
TTTY15	14776617	USP9Y	14821321
USP15	62778082	PDIK1L	26437655
USP15	62783293	PEA15	160181332
WASH3P	102512896	RNF6	26706252
ACAD8	134133625	GLB1L3	134145078
ACBD4	43220996	TRIM25	54985828
ACTA2	90695123	ACTG1	79477953
ACTA2	90707015	LPAL2	160887896
AD_1	10404	FAM82B	87484577
AD_1	10404	RDH11	68143518
ADCK4	41197496	NUMBL	41192899
ADSL	40762503	SGSM3	40796701
ANG	21161809	RNASE4	21167514
ANXA4	70037547	ABL1	133637875
ANXA4	70037725	DENND1A	126319848
ASXL2	26101311	FLJ30838	59151679
ASXL2	26068350	FLJ30838	59151680
ASXL2	26068349	FLJ30838	59142814
ATXN3	92526594	CSGALNACT1	19262118
AUH	93983273	RP11-435O5.2	98185382
BCAR4	11915495	SUMF2	56147221
BRE	28268666	TMEM55A	92008972
BRE	28268665	TMEM55A	92008971
BTBD6	105715227	CNR2	24229226
C16orf61	81010076	FANCD2	10143212
C16orf96	4613211	SUB1	32585678
C2orf28	27436045	GPR107	132842048
CCDC53	102439897	ADIPOQ	186575903
CCNI	77968311	MLLT4	168372305
CD93	23066811	RPL14	40503538
CDK11B	1572854	CDK11A	1636074
CEBPZ	37428867	NAIF1	130824295
CHPF	220406903	TMEM198	220408541
CHP	41572986	ZNF761	53957904
CIRBP	1274439	C19orf24	1277184
CIRBP	1274439	C19ORF24	1277184
COA4	73584425	PAAF1	73587903
CRIP2	105945830	CRIP1	105954503
CRIP2	105945830	CRIP1	105954503
CTBS	85028940	GNG5	84967653
CXCL16	4637321	IPCEF1	154476750
DCTN4	150088315	PDE7B	136516589
DDX1	15771224	SPCS3	177243320
DENND1A	126692416	ANXA4	70039784
DENND1A	126319849	ANXA4	70039785
DHRS1	24761402	RABGGTA	24740514
DNAJC12	69597692	HELZ	65068286
DNAJC12	69583150	SYNPO2	119979932
DTNB	25851040	SIX3-AS1	45167972
DTNB	25611230	SPTLC1	94871022
DYNLL1	120936293	AGFG1	228419812
EIF2AK2	37375594	ENSG00000244833	81847289
EIF4G2	10822537	SH3GLB2	131772142
EML4	42472826	ENSG00000239235	54263702
ENO1	8923952	EDARADD	236647530
IGLV1-44	22735711	IGLL5	23235959
IGLV1-40	22764609	IGLL5	23235959
ENSG00000212127	11199786	LOC100129361	11323865
RP5-1121H13.4	40626871	NEFH	29881715
AC068490.2	22194124	ERP44	102826140
RP11-146N23.1	19200433	RPS6	19376808
AC019118.2	3065091	C5	123719562
RP11-634B7.4	247803730	TRIM58	248023918
ERAP2	96253660	VPS41	38764193
ERI2	20814992	ZNF737	20721147
EXOC6B	72411316	RALGPS1	129740024
EXOC6B	72411315	RALGPS1	129728229
FAM177A1	35515830	LOC100287042	73269863
FAM49A	16740617	SOS1	39247545
FLCN	17115931	HNRPLL	38795341
FLJ39739	147931979	BX647792	145013718
FLJ43681	81177663	RPL23AP7	114379738
FOXRED2	36886235	TXN2	36876884
FRG1B	29614261	LOC100132352	68726979
FUBP1	78444776	ETV1	13930855
FUBP1	78425869	ETV1	13978871
FUBP1	78425869	ETV1	13978871
FUBP1	78425868	ETV1	13978870
GBP3	89486215	FLJ43879	239845105
GBP3	89486215	PTPN3	112139774
GNAS	57466845	GNB2L1	180668625
GNG5	84967653	CTBS	85028940
GPR107	132842048	ATRAID	27436045
GPR37L1	202098158	FAM120AOS	96212761
HAUS7	152760454	BGN	152770695
HEPHL1	93800909	PANX1	93862494
HEXIM1	43227390	TRIM25	54985828
HLA-A	29912393	HLA-J	29976815
HLA-C	31236526	DIP2A	47989397
HLA-C	31237302	HLA-B	31322884
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-J	29977434	HLA-B	31321951
HLA-J	29977144	HLA-C	31236950
HLA-L	30229256	HLA-C	31237302
HNRNPD	83276457	HNRPDL	83346820
HSD17B12	43877445	LOC100272146	45502552
HSPA1A	31785717	CAP1	40537925
HSPE1	198365962	MOB4	198388349
IGFBP7	57899477	LOC255130	57976614
JOSD1	39083320	C6orf132	42096410
KCNS3	18351774	PPM1G	27610025
KIF27	86498933	LOC389765	88457794
LAMC2	183209526	LOC100130581	41453550
LASS4	8315960	C4orf40	71029173
LCLAT1	30862982	TMEM55A	92020970
LDB1	103871293	ENSG00000228091	103880513
LDLRAP1	25894479	C22orf45	24825667
LOC100132352	68743229	FRG1B	29628226
LOC100133445	2487315	TNFRSF14	2487932
LOC100134368	442677	LOC440944	9431974
LOC100134368	433429	NME4	448990
LOC100286793	143744586	BX647792	145013718
LOC100505666	155036191	EFNA4	155041331
LOC100506469	36036529	TMEM147	36037034
LOC115110	2481503	ABCA11P,ZNF721	466368
LOC144776	91555663	PRKCD	53212420
LOC284232	19418668	SPARC	151042001
LOC348840	197790651	ANKRD18A	38601191
LOC389906	3761934	AK000470	3809488
LOC400960	70278335	GPANK1	31629449
LOC440434	36351940	DHX40P1	58096306
LOC554223	29760482	HLA-A	29911044
LOC644961	27652880	ACTG1	79477135
LOC678655	6557316	TLCD2	1607394
LOC728855	149576699	BC065231	145004780
LOC728855	144340772	BX647792	145013718
LOC728875	144521008	BC065231	145004780
LOC728875	144521008	BX647792	145013718
LPPR1	103995971	MRPL50	104153131
LYZ	69747545	NDUFA3	54610118
MAP2K1	66782054	SNAPC5	66782858
MAP4K3	39556699	NRXN1	50599887
3-Mar	126205301	SKP1	133493170
MB	36013312	HAUS3	2233201
MGA	42005693	SNAP91	84291903
MGAT4B	179228966	SQSTM1	179233665
MGC2752	59097722	RPL23AP82	51227177
MITD1	99786013	SULT1C2	108915025
MRPL42P5	40824501	C15orf57	40849415
MRPL45P2	45567532	AKR1D1	137802476
MSMB	51549553	RPL21,RPL21P28	27830445
MSMB	51549553	SEC23B	18541591
MTCH2	47656277	ZNF554	2836084
NAIP	70282272	OCLN	68830520
NANS	100818965	TRIM14	100840474
NCAPH2	50962850	TYMP	50964615
NCL	232325383	NISCH	52521452
NCRNA00115	762864	FBXO25	381341
NCRNA00185	21039091	TTTY14	21238931
NDUFA3	54610118	PNMA2	26363247
NDUFB1	92583986	HAVCR2	156513534
NEXN	78392128	MSMB	51549553
NOP56	2636391	NOP56	2637736
NPIP	15044112	PDXDC2P	70011486
NR3C1	142657655	PEBP1	118582898
NSUN4	46827368	FAAH	46867763
NSUN7	40778276	ARL4A	12728109
NT5C2	104953062	BC065757	89156330
OCLN	68830521	NAIP	70275696
PARK7	8045339	BLOC1S6	45901697
PARP9	122283254	DTX3L	122283585
PEX13	61277911	GNB2L1	180666582
PFDN5	53689423	INMT	30796045
PKD1	2153267	PKD1P1	16422508
